,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
0,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
1,미니 Hatch::COOPER,"3,821","1,727","1,414","2,495"
2,미니 Hatch::COOPER High Trim,"3,821","1,727","1,414","2,495"
3,미니 Hatch::COOPER S,"3,850","1,727","1,414","2,495"
4,미니 Hatch::COOPER D,"3,821","1,727","1,414","2,495"
5,미니 Hatch::COOPER D MID TRIM,"3,821","1,727","1,414","2,495"
6,미니 Hatch::COOPER D High Trim,"3,821","1,727","1,414","2,495"
7,미니 Hatch::COOPER SD,"3,850","1,727","1,414","2,495"
8,미니 Hatch::COOPER JCW,"3,874","1,727","1,414","2,495"
1,미니 Hatch::COOPER,"3,982","1,727","1,425","2,567"
2,미니 Hatch::COOPER High Trim,"3,982","1,727","1,425","2,567"
3,미니 Hatch::COOPER S,"4,005","1,727","1,425","2,567"
4,미니 Hatch::COOPER S Supreme 56,"4,005","1,727","1,425","2,567"
5,미니 Hatch::COOPER D,"3,982","1,727","1,425","2,567"
6,미니 Hatch::COOPER D Mid Trim,"3,982","1,727","1,425","2,567"
7,미니 Hatch::COOPER D High Trim,"3,982","1,727","1,425","2,567"
8,미니 Hatch::COOPER SD,"4,005","1,727","1,425","2,567"
1,미니 Clubman::Cooper,"4,253","1,800","1,441","2,670"
2,미니 Clubman::Cooper Mid Trim,"4,253","1,800","1,441","2,670"
3,미니 Clubman::Cooper High Trim,"4,253","1,800","1,441","2,670"
4,미니 Clubman::Cooper S,"4,253","1,800","1,441","2,670"
1,벤틀리 Mulsanne::MULSANNE,"5,575","1,926","1,521","3,266"
1,벤틀리 Flying Spur::V8,"5,299","1,924","1,488","3,066"
2,벤틀리 Flying Spur::W12,"5,295","1,976","1,488","3,065"
3,벤틀리 Flying Spur::W12 White Edition,"5,295","1,976","1,488","3,065"
4,벤틀리 Flying Spur::W12 Black Edition,"5,295","1,976","1,488","3,065"
1,시트로엥 DS3::1.6 e-HDi Be Chic,"3,950","1,720","1,480","2,465"
2,시트로엥 DS3::1.6 e-HDi New Light Signature (So Chic),"3,950","1,720","1,480","2,465"
1,시트로엥 DS3::1.6 e-HDi So Chic,"3,950","1,720","1,480","2,465"
2,시트로엥 DS3::1.6 e-HDi So Chic Plus,"3,950","1,720","1,480","2,465"
1,시트로엥 DS4::1.6 e-HDi Chic,"4,275","1,810","1,525","2,510"
1,시트로엥 DS5::2.0 HDi So Chic,"4,530","1,870","1,510","2,725"
2,시트로엥 DS5::2.0 HDi Executive,"4,530","1,870","1,510","2,725"
1,시트로엥 Grand C4 Picasso::1.6 Intensive,"4,600","1,825","1,635","2,840"
2,시트로엥 Grand C4 Picasso::2.0 Intensive Plus,"4,600","1,825","1,635","2,840"
3,시트로엥 Grand C4 Picasso::2.0 Exclusive,"4,600","1,825","1,635","2,840"
1,재규어 XF::2.0P Luxury,"4,961","1,877","1,460","2,909"
2,재규어 XF::2.0P Premium,"4,961","1,877","1,460","2,909"
3,재규어 XF::2.0P R-Sport,"4,961","1,877","1,460","2,909"
4,재규어 XF::2.2D Luxury,"4,961","1,877","1,460","2,909"
5,재규어 XF::2.2D Premium,"4,961","1,877","1,460","2,909"
6,재규어 XF::2.2D R-Sport,"4,961","1,877","1,460","2,909"
7,재규어 XF::3.0D Luxury,"4,961","1,877","1,460","2,909"
8,재규어 XF::3.0D Premium,"4,961","1,877","1,460","2,909"
9,재규어 XF::3.0SC Luxury,"4,961","1,877","1,460","2,909"
10,재규어 XF::3.0SC AWD Premium,"4,961","1,877","1,460","2,909"
1,재규어 XF::XFR,"4,961","1,877","1,460","2,909"
2,재규어 XF::XFR-S,"4,961","1,877","1,460","2,909"
1,캐딜락 ATS::2.0 Coupe,"4,665","1,840","1,400","2,775"
1,캐딜락 ATS::럭셔리,"4,645","1,805","1,425","2,775"
2,캐딜락 ATS::프리미엄,"4,645","1,805","1,425","2,775"
3,캐딜락 ATS::AWD,"4,645","1,805","1,425","2,775"
1,캐딜락 CTS::Luxury,"4,965","1,835","1,440","2,910"
2,캐딜락 CTS::Premium,"4,965","1,835","1,440","2,910"
3,캐딜락 CTS::Premium Plus,"4,965","1,835","1,440","2,910"
4,캐딜락 CTS::Premium AWD,"4,965","1,835","1,440","2,910"
1,캐딜락 SRX::3.0 Luxury,"4,850","1,910","1,665","2,807"
2,캐딜락 SRX::3.0 Premium,"4,850","1,910","1,665","2,807"
1,포드 Focus::Titanium,"4,540","1,825","1,465","2,648"
2,포드 Focus::Titanium Plus,"4,540","1,825","1,465","2,648"
1,포드 Focus::Titanium,"4,360","1,825","1,465","2,648"
2,포드 Focus::Titanium Plus,"4,360","1,825","1,465","2,648"
1,포드 Mustang::2.3L EcoBoost Premium,"4,780","1,915","1,380","2,720"
2,포드 Mustang::5.0L GT Premium,"4,780","1,915","1,380","2,720"
1,포드 Mustang::2.3L EcoBoost Premium,"4,780","1,915","1,390","2,720"
2,포드 Mustang::5.0L GT Premium,"4,780","1,915","1,390","2,720"
1,포드 Taurus::2.0 SEL,"5,155","1,935","1,545","2,867"
2,포드 Taurus::2.0 Limited,"5,155","1,935","1,545","2,867"
3,포드 Taurus::3.5 SEL,"5,155","1,935","1,545","2,867"
4,포드 Taurus::3.5 Limited,"5,155","1,935","1,545","2,867"
5,포드 Taurus::3.5 SHO,"5,155","1,935","1,545","2,867"
1,포르쉐 Macan::Macan,"4,681","1,923","1,624","2,807"
2,포르쉐 Macan::Macan S,"4,681","1,923","1,624","2,807"
3,포르쉐 Macan::Macan S Diesel,"4,681","1,923","1,624","2,807"
4,포르쉐 Macan::Macan Turbo,"4,699","1,923","1,624","2,807"
1,포르쉐 Boxster::2.7 Boxster,"4,374","1,801","1,282","2,475"
2,포르쉐 Boxster::2.7 Boxster Black Edition,"4,374","1,801","1,282","2,475"
3,포르쉐 Boxster::3.4 Boxster S,"4,374","1,801","1,281","2,475"
4,포르쉐 Boxster::3.4 Boxster GTS,"4,404","1,801","1,273","2,475"
1,포르쉐 Cayman::Cayman,"4,380","1,801","1,294","2,475"
2,포르쉐 Cayman::Cayman Black Edition,"4,380","1,801","1,294","2,475"
3,포르쉐 Cayman::Cayman S,"4,380","1,801","1,295","2,475"
4,포르쉐 Cayman::Cayman GTS,"4,404","1,801","1,284","2,475"
1,포르쉐 Cayenne::Cayenne,"4,855","1,939","1,705","2,895"
2,포르쉐 Cayenne::Cayenne Diesel,"4,855","1,939","1,705","2,895"
3,포르쉐 Cayenne::Cayenne GTS,"4,855","1,954","1,688","2,895"
4,포르쉐 Cayenne::Cayenne Turbo,"4,855","1,939","1,702","2,895"
5,포르쉐 Cayenne::Cayenne Turbo S,"4,855","1,939","1,702","2,895"
6,포르쉐 Cayenne::Cayenne S Diesel,"4,855","1,939","1,705","2,895"
7,포르쉐 Cayenne::Cayenne S,"4,855","1,939","1,705","2,895"
8,포르쉐 Cayenne::Cayenne S Hybrid,"4,855","1,939","1,705","2,895"
1,포르쉐 Panamera::Panamera Diessel (300hp),"5,015","1,931","1,418","2,920"
2,포르쉐 Panamera::Panamera Diessel Edition,"5,015","1,931","1,418","2,920"
3,포르쉐 Panamera::Panamera,"5,015","1,931","1,418","2,920"
4,포르쉐 Panamera::Panamera Edition,"5,015","1,931","1,418","2,920"
5,포르쉐 Panamera::Panamera 4,"5,015","1,931","1,418","2,920"
6,포르쉐 Panamera::Panamera 4 Edition,"5,015","1,931","1,418","2,920"
7,포르쉐 Panamera::Panamera S,"5,015","1,931","1,418","2,920"
8,포르쉐 Panamera::Panamera S Hybrid,"5,015","1,931","1,418","2,920"
9,포르쉐 Panamera::Panamera 4S,"5,015","1,931","1,418","2,920"
10,포르쉐 Panamera::Panamera GTS,"5,015","1,931","1,408","2,920"
11,포르쉐 Panamera::Panamera Turbo,"5,015","1,931","1,418","2,920"
12,포르쉐 Panamera::Panamera Turbo S,"5,015","1,931","1,418","2,920"
1,시트로엥 DS5::So Chic,"4,530","1,870","1,510","2,725"
2,시트로엥 DS5::So Chic+,"4,530","1,870","1,510","2,725"
1,인피니티 QX50::3.7 AWD,"4,750","1,800","1,615","2,880"
1,르노삼성 SM6::SE,"4,850","1,870","1,460","2,810"
2,르노삼성 SM6::LE,"4,850","1,870","1,460","2,810"
3,르노삼성 SM6::RE,"4,850","1,870","1,460","2,810"
1,르노삼성 SM6::SE,"4,850","1,870","1,460","2,810"
2,르노삼성 SM6::LE,"4,850","1,870","1,460","2,810"
3,르노삼성 SM6::RE,"4,850","1,870","1,460","2,810"
1,쉐보레 올란도::LS,"4,665","1,635","1,835","2,760"
2,쉐보레 올란도::디럭스팩,"4,665","1,635","1,835","2,760"
1,쌍용 코란도 투리스모::TX 4WD,"5,130","1,915","1,850","3,000"
2,쌍용 코란도 투리스모::RX 4WD,"5,130","1,915","1,850","3,000"
3,쌍용 코란도 투리스모::Outdoor Edition 4WD,"5,130","1,915","1,850","3,000"
1,쌍용 코란도 투리스모::TX 4WD,"5,130","1,915","1,815","3,000"
2,쌍용 코란도 투리스모::RX 4WD,"5,130","1,915","1,815","3,000"
1,쌍용 체어맨 W::Luxury,"5,135","1,895","1,495","2,970"
2,쌍용 체어맨 W::Luxury 4-Tronic,"5,135","1,895","1,495","2,970"
3,쌍용 체어맨 W::Prestige,"5,135","1,895","1,495","2,970"
4,쌍용 체어맨 W::Prestige 4-Tronic,"5,135","1,895","1,495","2,970"
1,쌍용 체어맨 W::Executive,"5,135","1,895","1,495","2,970"
2,쌍용 체어맨 W::Executive 4-Tronic,"5,135","1,895","1,495","2,970"
3,쌍용 체어맨 W::VIP,"5,135","1,895","1,495","2,970"
4,쌍용 체어맨 W::VIP 4-Tronic,"5,135","1,895","1,495","2,970"
5,쌍용 체어맨 W::VVIP (4인승 세단),"5,135","1,895","1,495","2,970"
6,쌍용 체어맨 W::Limousine,"5,435","1,895","1,495","3,270"
7,쌍용 체어맨 W::Limousine 4-Tronic,"5,435","1,895","1,495","3,270"
1,쌍용 체어맨 W::Special Edition,"5,135","1,895","1,495","2,970"
2,쌍용 체어맨 W::V8 5000,"5,135","1,895","1,495","2,970"
3,쌍용 체어맨 W::Summit,"5,435","1,895","1,495","3,270"
1,현대 엑센트::1.4 VVT Style,"4,370","1,705","1,455","2,570"
2,현대 엑센트::1.4 VVT Style,"4,370","1,705","1,455","2,570"
3,현대 엑센트::1.4 VVT Smart,"4,370","1,705","1,455","2,570"
4,현대 엑센트::1.4 VVT Smart,"4,370","1,705","1,455","2,570"
5,현대 엑센트::1.4 VVT Modern,"4,370","1,705","1,455","2,570"
6,현대 엑센트::1.4 VVT Premium,"4,370","1,705","1,455","2,570"
7,현대 엑센트::1.6 GDi Modern,"4,370","1,705","1,455","2,570"
8,현대 엑센트::1.6 GDi Premium,"4,370","1,705","1,455","2,570"
9,현대 엑센트::1.6 GDi BlueSaver,"4,370","1,705","1,455","2,570"
1,현대 엑센트::1.6 VGT Style,"4,370","1,705","1,455","2,570"
2,현대 엑센트::1.6 VGT Style+,"4,370","1,705","1,455","2,570"
3,현대 엑센트::1.6 VGT Style+,"4,370","1,705","1,455","2,570"
4,현대 엑센트::1.6 VGT Smart,"4,370","1,705","1,455","2,570"
5,현대 엑센트::1.6 VGT Smart,"4,370","1,705","1,455","2,570"
6,현대 엑센트::1.6 VGT Modern,"4,370","1,705","1,455","2,570"
7,현대 엑센트::1.6 VGT Modern,"4,370","1,705","1,455","2,570"
8,현대 엑센트::1.6 VGT Premium,"4,370","1,705","1,455","2,570"
1,현대 엑센트::1.4 VVT Smart,"4,115","1,705","1,455","2,570"
2,현대 엑센트::1.4 VVT Modern,"4,115","1,705","1,455","2,570"
3,현대 엑센트::1.4 VVT Modern Special,"4,115","1,705","1,455","2,570"
4,현대 엑센트::1.4 VVT Modern Special Tuix Crayon,"4,115","1,705","1,455","2,570"
5,현대 엑센트::1.4 VVT Premium,"4,115","1,705","1,455","2,570"
6,현대 엑센트::1.4 VVT Premium Tuix Crayon,"4,115","1,705","1,455","2,570"
7,현대 엑센트::1.6 GDi Premium,"4,115","1,705","1,455","2,570"
8,현대 엑센트::1.6 GDi Premium Tuix Crayon,"4,115","1,705","1,455","2,570"
9,현대 엑센트::1.6 GDi BlueSaver,"4,115","1,705","1,455","2,570"
1,현대 엑센트::1.6 VGT Smart,"4,115","1,705","1,455","2,570"
2,현대 엑센트::1.6 VGT Smart,"4,115","1,705","1,455","2,570"
3,현대 엑센트::1.6 VGT Modern,"4,115","1,705","1,455","2,570"
4,현대 엑센트::1.6 VGT Modern Special,"4,115","1,705","1,455","2,570"
5,현대 엑센트::1.6 VGT Modern Special Tuix Crayon,"4,115","1,705","1,455","2,570"
6,현대 엑센트::1.6 VGT Premium,"4,115","1,705","1,455","2,570"
7,현대 엑센트::1.6 VGT Premium Tuix Crayon,"4,115","1,705","1,455","2,570"
1,현대 엑센트::1.4 VVT 코스 및 도로연수용,"4,370","1,705","1,455","2,570"
2,현대 엑센트::1.4 VVT 코스 및 도로연수용,"4,370","1,705","1,455","2,570"
1,현대 아반떼::1.6 GDi 스타일,"4,570","1,800","1,440","2,700"
2,현대 아반떼::1.6 GDi 스타일,"4,570","1,800","1,440","2,700"
3,현대 아반떼::1.6 GDi 스마트,"4,570","1,800","1,440","2,700"
4,현대 아반떼::1.6 GDi 스마트 스페셜,"4,570","1,800","1,440","2,700"
5,현대 아반떼::1.6 GDi 모던,"4,570","1,800","1,440","2,700"
6,현대 아반떼::1.6 GDi 모던 스페셜,"4,570","1,800","1,440","2,700"
7,현대 아반떼::1.6 GDi 프리미엄,"4,570","1,800","1,440","2,700"
8,현대 아반떼::2.0 CVVT 스마트,"4,570","1,800","1,440","2,700"
9,현대 아반떼::2.0 CVVT 프리미엄,"4,570","1,800","1,440","2,700"
1,현대 아반떼::스타일,"4,570","1,800","1,440","2,700"
2,현대 아반떼::스타일,"4,570","1,800","1,440","2,700"
3,현대 아반떼::스마트,"4,570","1,800","1,440","2,700"
4,현대 아반떼::스마트 스페셜,"4,570","1,800","1,440","2,700"
5,현대 아반떼::프리미엄,"4,570","1,800","1,440","2,700"
1,현대 더 뉴 i30::1.6 VGT PYL,"4,300","1,780","1,470","2,650"
2,현대 더 뉴 i30::1.6 VGT TUIX Black Light,"4,300","1,780","1,470","2,650"
1,현대 더 뉴 i30::2.0 GDi PYL,"4,300","1,780","1,470","2,650"
2,현대 더 뉴 i30::2.0 GDi TUIX Black Light,"4,300","1,780","1,470","2,650"
3,현대 더 뉴 i30::2.0 GDi Dspec,"4,300","1,780","1,470","2,650"
1,현대 벨로스터::Younique (유니크),"4,220","1,790","1,400","2,650"
2,현대 벨로스터::Younique (유니크),"4,220","1,790","1,400","2,650"
3,현대 벨로스터::PYL,"4,220","1,790","1,400","2,650"
4,현대 벨로스터::PYL DCT,"4,220","1,790","1,400","2,650"
1,현대 벨로스터::D-Spec (디스펙),"4,250","1,805","1,400","2,650"
2,현대 벨로스터::D-Spec (디스펙) DCT,"4,250","1,805","1,400","2,650"
1,현대 아이오닉 hybrid::I,"4,470","1,820","1,450","2,700"
2,현대 아이오닉 hybrid::I+,"4,470","1,820","1,450","2,700"
3,현대 아이오닉 hybrid::N,"4,470","1,820","1,450","2,700"
4,현대 아이오닉 hybrid::N+,"4,470","1,820","1,450","2,700"
5,현대 아이오닉 hybrid::Q,"4,470","1,820","1,450","2,700"
1,현대 LF쏘나타::2.0 CVVL Style,"4,855","1,865","1,475","2,805"
2,현대 LF쏘나타::2.0 CVVL Style Special,"4,855","1,865","1,475","2,805"
3,현대 LF쏘나타::2.0 CVVL Smart,"4,855","1,865","1,475","2,805"
4,현대 LF쏘나타::2.0 CVVL Smart Special,"4,855","1,865","1,475","2,805"
5,현대 LF쏘나타::2.0 CVVL Premium,"4,855","1,865","1,475","2,805"
6,현대 LF쏘나타::2.0 CVVL Premium Special,"4,855","1,865","1,475","2,805"
1,현대 LF쏘나타::1.6 Turbo GDi Style,"4,855","1,865","1,475","2,805"
2,현대 LF쏘나타::1.6 Turbo GDi Smart,"4,855","1,865","1,475","2,805"
3,현대 LF쏘나타::1.6 Turbo GDi Smart Special,"4,855","1,865","1,475","2,805"
4,현대 LF쏘나타::2.0 Turbo GDi Smart,"4,855","1,865","1,475","2,805"
5,현대 LF쏘나타::2.0 Turbo GDi Exclusive,"4,855","1,865","1,475","2,805"
1,현대 LF쏘나타::1.7 e-VGT Style,"4,855","1,865","1,475","2,805"
2,현대 LF쏘나타::1.7 e-VGT Smart,"4,855","1,865","1,475","2,805"
3,현대 LF쏘나타::1.7 e-VGT Smart Special,"4,855","1,865","1,475","2,805"
1,현대 LF쏘나타 HEV::Smart (스마트),"4,855","1,865","1,475","2,805"
2,현대 LF쏘나타 HEV::Modern (모던),"4,855","1,865","1,475","2,805"
3,현대 LF쏘나타 HEV::Premium (프리미엄),"4,855","1,865","1,475","2,805"
1,현대 LF쏘나타 PHEV::Premium (프리미엄),"4,855","1,865","1,475","2,805"
2,현대 LF쏘나타 PHEV::Exclusive (익스클루시브),"4,855","1,865","1,475","2,805"
1,현대 i40::2.0 GDi Younique (유니크),"4,820","1,815","1,470","2,770"
2,현대 i40::2.0 GDi PYL,"4,820","1,815","1,470","2,770"
3,현대 i40::2.0 GDi DSPEC (디스펙),"4,820","1,815","1,470","2,770"
4,현대 i40::1.7 e-VGT Younique (유니크),"4,820","1,815","1,470","2,770"
5,현대 i40::1.7 e-VGT PYL,"4,820","1,815","1,470","2,770"
6,현대 i40::1.7 e-VGT DSPEC (디스펙),"4,820","1,815","1,470","2,770"
1,현대 i40::2.0 GDi Younique (유니크),"4,745","1,815","1,470","2,770"
2,현대 i40::2.0 GDi PYL,"4,745","1,815","1,470","2,770"
3,현대 i40::2.0 GDi DSPEC (디스펙),"4,745","1,815","1,470","2,770"
4,현대 i40::1.7 e-VGT Younique (유니크),"4,745","1,815","1,470","2,770"
5,현대 i40::1.7 e-VGT PYL,"4,745","1,815","1,470","2,770"
6,현대 i40::1.7 e-VGT DSPEC (디스펙),"4,745","1,815","1,470","2,770"
1,현대 맥스크루즈::Exclusive (익스클루시브) 6인승,"4,905","1,885","1,700","2,800"
2,현대 맥스크루즈::Exclusive (익스클루시브) 7인승,"4,905","1,885","1,700","2,800"
3,현대 맥스크루즈::Exclusive Special (익스클루시브 스페셜) 6인승,"4,905","1,885","1,700","2,800"
4,현대 맥스크루즈::Exclusive Special (익스클루시브 스페셜) 7인승,"4,905","1,885","1,700","2,800"
5,현대 맥스크루즈::Prestige (프레스티지) 6인승,"4,905","1,885","1,700","2,800"
6,현대 맥스크루즈::Prestige (프레스티지) 7인승,"4,905","1,885","1,700","2,800"
7,현대 맥스크루즈::Finest Edition (파이니스트 에디션) 6인승,"4,905","1,885","1,700","2,800"
8,현대 맥스크루즈::Finest Edition (파이니스트 에디션) 7인승,"4,905","1,885","1,700","2,800"
1,현대 싼타페::Smart (5인승),"4,700","1,880","1,680","2,700"
2,현대 싼타페::Modern (5인승),"4,700","1,880","1,680","2,700"
3,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
7,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
8,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
2,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
3,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 맥스크루즈::Exclusive (익스클루시브) 6인승,"4,905","1,885","1,700","2,800"
2,현대 맥스크루즈::Exclusive (익스클루시브) 7인승,"4,905","1,885","1,700","2,800"
3,현대 맥스크루즈::Exclusive Special (익스클루시브 스페셜) 6인승,"4,905","1,885","1,700","2,800"
4,현대 맥스크루즈::Exclusive Special (익스클루시브 스페셜) 7인승,"4,905","1,885","1,700","2,800"
5,현대 맥스크루즈::Prestige (프레스티지) 6인승,"4,905","1,885","1,700","2,800"
6,현대 맥스크루즈::Prestige (프레스티지) 7인승,"4,905","1,885","1,700","2,800"
7,현대 맥스크루즈::Finest Edition (파이니스트 에디션) 6인승,"4,905","1,885","1,700","2,800"
8,현대 맥스크루즈::Finest Edition (파이니스트 에디션) 7인승,"4,905","1,885","1,700","2,800"
1,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
2,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
3,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 맥스크루즈::Prestige (프레스티지) 6인승,"4,905","1,885","1,700","2,800"
2,현대 맥스크루즈::Prestige (프레스티지) 7인승,"4,905","1,885","1,700","2,800"
1,현대 싼타페::Premium (5인승),"4,700","1,880","1,690","2,700"
2,현대 싼타페::Premium (7인승),"4,700","1,880","1,690","2,700"
3,현대 싼타페::Exclusive (5인승),"4,700","1,880","1,690","2,700"
4,현대 싼타페::Exclusive (7인승),"4,700","1,880","1,690","2,700"
5,현대 싼타페::Exclusive Special (5인승),"4,700","1,880","1,690","2,700"
6,현대 싼타페::Exclusive Special (7인승),"4,700","1,880","1,690","2,700"
1,현대 맥스크루즈::Prestige (프레스티지) 6인승,"4,905","1,885","1,700","2,800"
2,현대 맥스크루즈::Prestige (프레스티지) 7인승,"4,905","1,885","1,700","2,800"
1,현대 투싼(2017)::스타일,"4,475","1,850","1,645","2,670"
2,현대 투싼(2017)::스타일 피버 패키지Ⅰ,"4,475","1,850","1,645","2,670"
3,현대 투싼(2017)::모던,"4,475","1,850","1,650","2,670"
4,현대 투싼(2017)::모던 피버 패키지Ⅱ,"4,475","1,850","1,650","2,670"
1,현대 투싼(2017)::스타일,"4,475","1,850","1,645","2,670"
2,현대 투싼(2017)::스타일,"4,475","1,850","1,645","2,670"
3,현대 투싼(2017)::모던,"4,475","1,850","1,645","2,670"
4,현대 투싼(2017)::프리미엄,"4,475","1,850","1,650","2,670"
1,현대 투싼(2017)::스타일,"4,475","1,850","1,645","2,670"
2,현대 투싼(2017)::스타일,"4,475","1,850","1,645","2,670"
3,현대 투싼(2017)::모던,"4,475","1,850","1,645","2,670"
4,현대 투싼(2017)::프리미엄,"4,475","1,850","1,650","2,670"
1,현대 그랜저HG::HG240 Modern (모던),"4,920","1,860","1,470","2,845"
2,현대 그랜저HG::HG300 Premium (프리미엄),"4,920","1,860","1,470","2,845"
3,현대 그랜저HG::HG300 Exclusive (익스클루시브),"4,920","1,860","1,470","2,845"
4,현대 그랜저HG::HG300 Exclusive Special (익스클루시브스페셜),"4,920","1,860","1,470","2,845"
1,현대 그랜저HG::HG220 Modern,"4,920","1,860","1,470","2,845"
2,현대 그랜저HG::HG220 Premium,"4,920","1,860","1,470","2,845"
1,현대 그랜저HG HEV::PREMIUM,"4,920","1,860","1,470","2,845"
1,현대 아슬란::G300 Modern,"4,970","1,860","1,470","2,845"
2,현대 아슬란::G300 Exclusive,"4,970","1,860","1,470","2,845"
3,현대 아슬란::G330 Modern,"4,970","1,860","1,470","2,845"
4,현대 아슬란::G330 Exclusive,"4,970","1,860","1,470","2,845"
1,제네시스 EQ900::3.8 GDi 럭셔리,"5,205","1,915","1,495","3,160"
2,제네시스 EQ900::3.8 GDi 럭셔리 AWD,"5,205","1,915","1,495","3,160"
3,제네시스 EQ900::3.8 GDi 프리미엄 럭셔리 AWD,"5,205","1,915","1,495","3,160"
4,제네시스 EQ900::3.8 GDi 프레스티지 AWD,"5,205","1,915","1,495","3,160"
5,제네시스 EQ900::3.3 T-GDi 럭셔리,"5,205","1,915","1,495","3,160"
6,제네시스 EQ900::3.3 T-GDi 럭셔리 AWD,"5,205","1,915","1,495","3,160"
7,제네시스 EQ900::3.3 T-GDi 프리미엄 럭셔리 AWD,"5,205","1,915","1,495","3,160"
8,제네시스 EQ900::3.3 T-GDi 프레스티지 AWD,"5,205","1,915","1,495","3,160"
9,제네시스 EQ900::5.0 GDi 프레스티지 AWD,"5,205","1,915","1,495","3,160"
1,현대 제네시스(DH)::G330 Modern (모던),"4,990","1,890","1,480","3,010"
2,현대 제네시스(DH)::G330 Premium (프리미엄),"4,990","1,890","1,480","3,010"
3,현대 제네시스(DH)::G380 Exclusive (익스클루시브),"4,990","1,890","1,480","3,010"
4,현대 제네시스(DH)::G380 Prestige (프레스티지),"4,990","1,890","1,480","3,010"
5,현대 제네시스(DH)::G380 Finest Edition (파이니스트에디션),"4,990","1,890","1,480","3,010"
1,현대 제네시스(DH)::G330 Modern (모던),"4,990","1,890","1,480","3,010"
2,현대 제네시스(DH)::G330 Premium (프리미엄),"4,990","1,890","1,480","3,010"
3,현대 제네시스(DH)::G380 Exclusive (익스클루시브),"4,990","1,890","1,480","3,010"
4,현대 제네시스(DH)::G380 Prestige (프레스티지),"4,990","1,890","1,480","3,010"
5,현대 제네시스(DH)::G380 Finest Edition (파이니스트에디션),"4,990","1,890","1,480","3,010"
1,현대 제네시스 쿠페::200 Turbo D,"4,630","1,865","1,385","2,820"
2,현대 제네시스 쿠페::200 Turbo D,"4,630","1,865","1,385","2,820"
3,현대 제네시스 쿠페::200 Turbo S,"4,630","1,865","1,385","2,820"
4,현대 제네시스 쿠페::200 Turbo S,"4,630","1,865","1,385","2,820"
5,현대 제네시스 쿠페::380 GT R,"4,630","1,865","1,385","2,820"
6,현대 제네시스 쿠페::380 GT R,"4,630","1,865","1,385","2,820"
1,기아 더 뉴 프라이드::1.4 MPI 스마트,"4,050","1,720","1,455","2,570"
2,기아 더 뉴 프라이드::1.4 MPI 스마트,"4,050","1,720","1,455","2,570"
3,기아 더 뉴 프라이드::1.4 MPI 디럭스,"4,050","1,720","1,455","2,570"
4,기아 더 뉴 프라이드::1.4 MPI 트렌디,"4,050","1,720","1,455","2,570"
5,기아 더 뉴 프라이드::1.6 GDI 럭셔리,"4,050","1,720","1,455","2,570"
6,기아 더 뉴 프라이드::1.6 GDI 프레스티지,"4,050","1,720","1,455","2,570"
1,기아 더 뉴 프라이드::1.4 MPI 스마트,"4,050","1,720","1,455","2,570"
2,기아 더 뉴 프라이드::1.4 MPI 스마트,"4,050","1,720","1,455","2,570"
3,기아 더 뉴 프라이드::1.4 MPI 디럭스,"4,050","1,720","1,455","2,570"
4,기아 더 뉴 프라이드::1.4 MPI 트렌디,"4,050","1,720","1,455","2,570"
5,기아 더 뉴 프라이드::1.6 GDI 럭셔리,"4,050","1,720","1,455","2,570"
6,기아 더 뉴 프라이드::1.6 GDI 프레스티지,"4,050","1,720","1,455","2,570"
1,기아 더 뉴 프라이드::1.4 디젤 디럭스,"4,050","1,720","1,455","2,570"
2,기아 더 뉴 프라이드::1.4 디젤 럭셔리,"4,050","1,720","1,455","2,570"
1,기아 더 뉴 프라이드::1.4 MPI 도로연수용,"4,370","1,720","1,455","2,570"
2,기아 더 뉴 프라이드::1.4 MPI 도로연수용,"4,370","1,720","1,455","2,570"
1,기아 K3::디럭스,"4,560","1,780","1,435","2,700"
2,기아 K3::디럭스,"4,560","1,780","1,435","2,700"
3,기아 K3::트렌디,"4,560","1,780","1,435","2,700"
